W123350077544601,5068,TAMIL NADU,Krishnagiri,KELAMANGALAM,Nagathunai,12.5639,77.9128,2021,7.36,722,0.00,336,71,23,3,,235,54,24,70,5,0.52,,,0.55
W121800078164801,5069,TAMIL NADU,Krishnagiri,KAVERIPATTANAM,Pannandur,12.3013,78.2795,2021,7.25,2930,0.00,305,683,100,39,,660,172,56,256,6,0.47,,,5.54
W124000078013001,5070,TAMIL NADU,Krishnagiri,SOOLAGIRI,Sulagiri,12.6636,78.0122,2021,7.76,2630,0.00,476,384,163,291,,710,184,61,342,4,0.60,,,1.19
W122026078144401,5071,TAMIL NADU,Krishnagiri,KAVERIPATTANAM,Tattarhalli,12.3408,78.2458,2021,7.39,2680,0.00,403,498,94,128,,620,112,83,245,5,1.53,,,4.25
W123535077520501,5072,TAMIL NADU,Krishnagiri,KELAMANGALAM,Virupakshinagar,12.5933,77.8681,2021,7.57,528,0.00,262,28,28,18,,175,52,11,50,4,1.00,,,9.83
W095437076403501,5073,TAMIL NADU,Salem,IDAPADI,Chittoor,11.6467,77.8236,2021,7.80,1001,0.00,439,50,59,18,,380,48,63,30,14,1.54,,,10.00
W095437076403501,5074,TAMIL NADU,Salem,IDAPADI,Chittoor,11.6472,77.8233,2021,7.50,1159,0.00,195,128,139,35,,360,48,58,84,3,1.04,,,8.00
W095437076403501,5075,TAMIL NADU,Salem,IDAPADI,Chittoor,11.6472,77.8233,2021,7.60,845,0.00,189,28,152,6,,310,52,44,37,1,1.48,,,15.00
W095437076403501,5076,TAMIL NADU,Salem,IDAPADI,Chittoor,11.6436,77.8250,2021,7.80,2700,0.00,573,248,522,62,,810,92,141,220,57,1.46,,,24.00
W112945078390001,5077,TAMIL NADU,Salem,GANGAVALLI,Gangavalli,11.4972,78.6458,2021,7.80,1198,0.00,378,142,141,5,,510,44,97,41,3,0.58,,,1.65
W114220077522001,5078,TAMIL NADU,Salem,NANGAVALLI,Jalakandapuram,11.7003,77.8753,2021,7.20,2460,0.00,732,291,204,30,,610,32,129,238,43,1.47,,,35.00
W113400077540001,5079,TAMIL NADU,Salem,KONGANAPURAM,Konganapuram,11.5706,77.8989,2021,7.80,1050,0.00,214,78,125,33,,360,56,53,40,6,1.54,,,7.50
W113400077540001,5080,TAMIL NADU,Salem,KONGANAPURAM,Konganapuram,11.5706,77.8992,2021,7.90,2470,0.00,659,340,201,40,,560,32,117,268,17,1.40,,,2.56
W081910077063001,5081,TAMIL NADU,Salem,KOLATHUR,Kulathur,11.8350,77.7483,2021,7.70,1273,0.00,366,113,145,63,,540,72,87,43,0,0.87,,,0.00
W113500077473001,5082,TAMIL NADU,Salem,SANGAGIRI,Kullampatti,11.5706,77.7922,2021,7.90,1621,0.00,500,106,158,25,,290,44,44,221,2,1.15,,,25.50
W124840079235001,5083,TAMIL NADU,Salem,AYOTHIYAPATTINAM,Mecheri,11.8350,75.8414,2021,7.60,2520,0.00,500,390,155,62,,945,36,208,152,7,0.99,,,1.99
W114530077534501,5084,TAMIL NADU,Salem,NANGAVALLI,Nangavalli,11.7578,77.8933,2021,7.70,427,0.00,171,50,19,3,,150,24,22,31,24,0.51,,,0.92
W113530078064101,5085,TAMIL NADU,Salem,VEERAPANDY,Pincheyai kodu,11.5925,78.1092,2021,7.70,3250,0.00,512,603,112,60,,540,48,102,349,5,0.77,,,2.02
W112204075570101,5086,TAMIL NADU,Salem,THALAIVASAL,Puthur,11.6264,78.7833,2021,7.60,3660,0.00,317,510,626,72,,1160,104,219,172,18,0.57,,,11.35
W114000078093001,5087,TAMIL NADU,Salem,SALEM,Salem Bankhouse,11.6703,78.1564,2021,7.70,1328,0.00,451,113,82,50,,510,72,80,76,1,0.62,,,1.76
W112615078300001,5088,TAMIL NADU,Salem,GANGAVALLI,Sendarpatti,11.4381,78.5242,2021,7.40,1060,0.00,433,85,82,22,,430,60,68,26,35,0.30,,,0.57
W113330078053001,5089,TAMIL NADU,Salem,PANAMARATHUPATTI,Sevantampatti,11.5653,78.0886,2021,7.50,6710,0.00,427,1340,402,71,,1130,124,199,618,21,0.97,,,12.60
W115200078051501,5090,TAMIL NADU,Salem,KADAYAAMPATTI,Tivettipatti,11.8342,78.0839,2021,7.80,2970,0.00,677,347,283,68,,610,48,119,312,1,1.39,,,1.80
W113845078244501,5091,TAMIL NADU,Salem,VALAPADY,Valappadi,11.6572,78.3953,2021,7.70,1329,0.00,366,163,91,76,,480,84,66,77,5,0.29,,,1.84
W095745077270001,5092,TAMIL NADU,Salem,VEERAPANDY,Veerapandi,11.5736,78.0728,2021,7.50,673,0.00,146,89,28,9,,220,44,27,24,1,0.21,,,0.40
W113045078054501,5093,TAMIL NADU,Salem,VENNANDUR,Vennandur,11.5147,78.0917,2021,7.80,1208,0.00,476,110,86,38,,360,52,56,110,4,0.69,,,0.21
W114700078124001,5094,TAMIL NADU,Salem,YERCAUD,Yercaud,11.7742,78.2094,2021,6.90,263,0.00,12,170,8,22,,210,16,41,18,6,0.11,,,0.21
W095945077374501,5095,TAMIL NADU,Theni,ANDIPATTI,Andipatti2,9.9958,77.6292,2021,7.90,677,0.00,183,74,38,50,,235,30,39,46,3,1.02,,,2.87
W095413077372401,5096,TAMIL NADU,Theni,KADAMALAIKUNDRU,Balakombai,9.9036,77.6233,2021,7.73,1250,0.00,244,170,144,56,,475,42,90,69,6,1.82,,,1.48
W100910077393001,5097,TAMIL NADU,Theni,PERIYAKULAM,Devadanapatti,10.1528,77.6583,2021,7.83,1450,0.00,641,110,34,9,,410,94,43,143,4,0.59,,,2.69
W095530077323001,5098,TAMIL NADU,Theni,KADAMALAIKUNDRU,Erasakkanaayakanur,9.9250,77.5417,2021,7.80,570,0.00,73,85,48,59,,200,44,22,39,4,0.37,,,0.08
W095506077311801,5099,TAMIL NADU,Theni,KADAMALAIKUNDRU,Gandamanur,9.9183,77.5217,2021,7.40,2830,0.00,409,656,48,184,,840,84,153,276,9,1.41,,,7.61
W095930077261001,5100,TAMIL NADU,Theni,THENI,Kodangipatti,9.9917,77.4361,2021,7.93,1566,0.00,513,138,91,112,,325,70,36,212,8,0.64,,,1.16
W100556077341806,5101,TAMIL NADU,Theni,PERIYAKULAM,Myladumparai dw,10.0989,77.5717,2021,7.52,1233,0.00,415,135,38,50,,355,72,43,117,6,0.84,,,7.21
